GENNME_manual	postpartum	parsed_dict	CUIs	ATCs	level1	level2	level3	count_all	count_pkpect	count_pect	count_pk	count_pe	count_ct	count_vc	count_fbnstp	count_biomarker
Acyclovir	4319	{'C0001367': {'281'}, 'C0282040': {'81944'}, 'C4050095': {'1734931'}, 'C3207945': {'1153462'}, 'C0360386': {'1153463'}, 'C1244558': {'370537'}, 'C1251800': {'377568'}, 'C1248555': {'374473'}, 'C1244557': {'370536'}, 'C0360384': {'1153461'}, 'C3207942': {'1153458'}, 'C3207943': {'1153459'}, 'C1251355': {'377143'}, 'C1244809': {'370782'}, 'C3644084': {'1423661'}, 'C1250620': {'376437'}, 'C3644049': {'1423659'}, 'C5222310': {'2263504'}, 'C5222309': {'2263502'}, 'C3644102': {'1423660'}, 'C0983010': {'315281'}, 'C0983012': {'315282'}, 'C0983009': {'315280'}, 'C1240519': {'366550'}, 'C1242151': {'368174'}, 'C1598476': {'566048'}, 'C1598479': {'566051'}, 'C1607760': {'573569'}, 'C3819766': {'1493272'}, 'C3819576': {'1493271'}, 'C1240035': {'366069'}, 'C1241358': {'367387'}, 'C1140361': {'340089'}, 'C1126725': {'330925'}, 'C1126726': {'330926'}, 'C1146574': {'343725'}, 'C3207944': {'1153460'}, 'C1140429': {'340140'}, 'C0993240': {'317612'}, 'C2370800': {'403126'}, 'C1595809': {'573579'}, 'C1598477': {'566049'}, 'C1604742': {'570534'}, 'C0592290': {'152535'}, 'C0592787': {'152759'}, 'C0731394': {'226208'}, 'C0731443': {'226257'}, 'C0731490': {'226302'}, 'C3819116': {'1493270'}, 'C3240217': {'1186465'}, 'C3240735': {'1186988'}, 'C3819962': {'1493275'}, 'C3223265': {'1169114'}, 'C3239770': {'1186006'}, 'C3240218': {'1186466'}, 'C1263352': {'385960'}, 'C1263444': {'386049'}, 'C1263464': {'386069'}, 'C1244810': {'757149'}, 'C3240212': {'1186460'}, 'C3240216': {'1186464'}, 'C3240734': {'1186987'}, 'C3819963': {'1493274'}, 'C3240213': {'1186461'}, 'C1244808': {'370781'}, 'C3240214': {'1186462'}, 'C1236504': {'362587'}, 'C2610175': {'844368'}, 'C1327673': {'403124'}, 'C3819964': {'1493273'}, 'C1597488': {'565052'}, 'C1597489': {'565053'}, 'C1597487': {'565051'}, 'C1598478': {'566050'}, 'C1598164': {'565732'}, 'C1597637': {'565201'}, 'C1597657': {'565221'}, 'C3240211': {'1186459'}, 'C3240215': {'1186463'}, 'C1598536': {'566108'}}	{'C0993240', 'C3644084', 'C0983010', 'C1598476', 'C1126725', 'C1597487', 'C1244809', 'C1236504', 'C1241358', 'C1598479', 'C3819576', 'C1140429', 'C0592787', 'C0731394', 'C1244810', 'C3223265', 'C1327673', 'C1597488', 'C1598536', 'C3819964', 'C2610175', 'C0731443', 'C3819962', 'C1598164', 'C1263352', 'C3207945', 'C1240035', 'C1140361', 'C3240213', 'C1263444', 'C3240218', 'C1248555', 'C1598477', 'C1244558', 'C0983009', 'C0983012', 'C3240217', 'C1250620', 'C3819766', 'C5222310', 'C3644102', 'C3240211', 'C3644049', 'C3240214', 'C0592290', 'C3239770', 'C3207942', 'C1240519', 'C3240216', 'C3240735', 'C3240212', 'C1244808', 'C1251355', 'C2370800', 'C1251800', 'C1604742', 'C1126726', 'C0282040', 'C3240215', 'C1595809', 'C3207944', 'C0001367', 'C3207943', 'C0360386', 'C5222309', 'C1598478', 'C1242151', 'C1597489', 'C0731490', 'C1146574', 'C3819116', 'C0360384', 'C1597637', 'C4050095', 'C3240734', 'C1263464', 'C1244557', 'C3819963', 'C1607760', 'C1597657'}	['D06BB', 'J05AB', 'S01AD', 'D07CA']	['D', 'S', 'J']	['S01', 'D06', 'D07', 'J05']	['J05A', 'D07C', 'S01A', 'D06B']	51	49	47	11	47	6	1	2	0
Adalimumab	870	{'C1122087': {'327361'}, 'C4530556': {'2103477'}, 'C4535390': {'2103479'}, 'C5195654': {'2612153'}, 'C5889086': {'2677776'}, 'C4740830': {'2641642'}, 'C5221181': {'2619155'}, 'C5398047': {'2640402'}, 'C5816470': {'2639649'}, 'C5770699': {'2640849'}, 'C5564242': {'2640387'}, 'C4019255': {'1656695'}, 'C4034146': {'1655725'}, 'C3217986': {'1163691'}, 'C1962300': {'727702'}, 'C5828039': {'2640421'}, 'C5966735': {'2699317'}, 'C5854171': {'2668069'}, 'C5816552': {'2639661'}, 'C5828033': {'2640304'}, 'C5778362': {'2627716'}, 'C5778363': {'2627721'}, 'C5816551': {'2639656'}, 'C5854176': {'2668076'}, 'C5911137': {'2677785'}, 'C5941915': {'2688821'}, 'C5828049': {'2641649'}, 'C5828050': {'2641657'}, 'C5828040': {'2640856'}, 'C1962301': {'727704'}, 'C5828038': {'2640414'}, 'C5828043': {'2640888'}, 'C5828032': {'2640299'}, 'C4033890': {'1655727'}, 'C5828044': {'2640897'}, 'C1176958': {'358817'}, 'C5828036': {'2640399'}, 'C5828041': {'2640861'}, 'C5828035': {'2640394'}, 'C5828037': {'2640409'}, 'C4060330': {'1726843'}, 'C5889718': {'2680759'}, 'C1171255': {'353484'}, 'C4704669': {'2627713'}, 'C4704670': {'2640885'}, 'C5685953': {'2640391'}, 'C5816484': {'2639653'}, 'C5827876': {'2640296'}, 'C5827877': {'2640406'}, 'C5827878': {'2640853'}, 'C5827883': {'2641646'}, 'C5854168': {'2668066'}, 'C5911033': {'2677782'}, 'C4033868': {'1656698'}, 'C5881373': {'2668111'}, 'C3226059': {'1171992'}, 'C5778376': {'2627715'}, 'C5816573': {'2639655'}, 'C5828072': {'2640298'}, 'C5828073': {'2640393'}, 'C5828074': {'2640408'}, 'C5828075': {'2640855'}, 'C5828077': {'2640887'}, 'C5828083': {'2641648'}, 'C5854170': {'2668068'}, 'C5911170': {'2677784'}, 'C5889717': {'2680756'}, 'C5827901': {'2640900'}, 'C5827902': {'2640902'}, 'C1593724': {'576023'}, 'C4060114': {'1726845'}, 'C5827899': {'2640864'}, 'C5827900': {'2640869'}, 'C5827903': {'2641664'}, 'C5827897': {'2639664'}, 'C5827898': {'2639666'}, 'C5873686': {'2668489'}, 'C5891201': {'2680760'}}	{'C5941915', 'C1962301', 'C5828035', 'C4060114', 'C5828074', 'C5828050', 'C5816470', 'C1593724', 'C5778376', 'C4060330', 'C5816551', 'C5828040', 'C5873686', 'C5816552', 'C5770699', 'C5828044', 'C5827898', 'C5854176', 'C5778362', 'C5911170', 'C5195654', 'C5221181', 'C5827877', 'C5827876', 'C3226059', 'C5828073', 'C5889717', 'C5828041', 'C5828049', 'C5911033', 'C4033890', 'C5828043', 'C5564242', 'C5828038', 'C5827878', 'C4019255', 'C5827901', 'C5966735', 'C5828072', 'C5854170', 'C4740830', 'C5685953', 'C5816573', 'C5828033', 'C5828039', 'C5854171', 'C5827902', 'C5828077', 'C1962300', 'C5911137', 'C5778363', 'C5828083', 'C4530556', 'C5828037', 'C5827883', 'C5816484', 'C5827903', 'C4033868', 'C5889718', 'C1171255', 'C1176958', 'C3217986', 'C5827900', 'C4535390', 'C5828036', 'C5828032', 'C5881373', 'C4034146', 'C4704669', 'C5827897', 'C5398047', 'C1122087', 'C5828075', 'C5827899', 'C5889086', 'C4704670', 'C5891201', 'C5854168'}	['L04AB']	['L']	['L04']	['L04A']	17	16	15	5	15	4	3	1	4
Adapalene	997	{'C0165631': {'60223'}, 'C3217989': {'1163694'}, 'C1252203': {'377966'}, 'C1252081': {'377847'}, 'C2344212': {'798060'}, 'C2747312': {'905384'}, 'C1261919': {'385086'}, 'C1124113': {'329049'}, 'C2747313': {'905386'}, 'C1244399': {'370379'}, 'C1236183': {'362271'}, 'C1949316': {'722110'}, 'C5854231': {'2668191'}, 'C1140312': {'340054'}, 'C1607408': {'573216'}, 'C3217988': {'1163693'}, 'C1949318': {'722112'}, 'C1597631': {'565195'}, 'C0593946': {'153184'}, 'C4734095': {'2099424'}, 'C3221728': {'1167536'}, 'C4734099': {'2099428'}, 'C2344219': {'798110'}, 'C4734097': {'2099426'}, 'C1239424': {'365467'}, 'C4734096': {'2099425'}, 'C3221727': {'1167535'}, 'C4734098': {'2099427'}}	{'C1124113', 'C1252203', 'C3217989', 'C4734095', 'C2344212', 'C1597631', 'C2747313', 'C4734099', 'C1239424', 'C2344219', 'C3221728', 'C3221727', 'C5854231', 'C1607408', 'C4734096', 'C1261919', 'C3217988', 'C2747312', 'C1949316', 'C4734098', 'C1244399', 'C1236183', 'C0165631', 'C4734097', 'C1949318', 'C0593946', 'C1140312', 'C1252081'}	['D10AD']	['D']	['D10']	['D10A']	0	0	0	0	0	0	0	0	0
Adefovir Dipivoxil	0	{'C0540694': {'141400'}, 'C1144059': {'342285'}, 'C3223258': {'1169107'}, 'C3223257': {'1169106'}}	{'C0540694', 'C3223257', 'C3223258', 'C1144059'}	['J05AF']	['J']	['J05']	['J05A']	1	1	1	0	1	1	0	0	0
Afatinib	0	{'C2987648': {'1430438'}, 'C3273321': {'1430441'}, 'C3652352': {'1430444'}, 'C3652337': {'1430445'}, 'C3652353': {'1430443'}, 'C3652305': {'1430454'}, 'C3652306': {'1430450'}, 'C3652307': {'1430442'}, 'C3652038': {'1430452'}, 'C3652039': {'1430447'}, 'C3652037': {'1430456'}, 'C3652107': {'1430448'}, 'C1879772': {'1430268'}, 'C3652183': {'1430272'}, 'C3652184': {'1430271'}}	{'C3652337', 'C3652039', 'C2987648', 'C3652352', 'C1879772', 'C3652353', 'C3652184', 'C3652306', 'C3273321', 'C3652038', 'C3652183', 'C3652307', 'C3652305', 'C3652037', 'C3652107'}	['L01EB']	['L']	['L01']	['L01E']	0	0	0	0	0	0	0	0	0
Agalsidase Beta	1	{'C1137427': {'338817'}, 'C4255092': {'1804754'}, 'C3218533': {'1164257'}, 'C4276235': {'1804757'}, 'C4276307': {'1804759'}, 'C4276308': {'1804753'}, 'C4276168': {'1804756'}, 'C4276167': {'1804761'}, 'C1137428': {'338818'}, 'C3228679': {'1174662'}}	{'C1137427', 'C3228679', 'C4276168', 'C4276235', 'C4276308', 'C3218533', 'C4255092', 'C4276307', 'C1137428', 'C4276167'}	['A16AB']	['A']	['A16']	['A16A']	0	0	0	0	0	0	0	0	0
Ahf	5	{'C0015506': {'4257'}, 'C1307126': {'826070'}, 'C0966500': {'1300485'}, 'C4726937': {'2641610'}, 'C4064080': {'1729084'}, 'C4083872': {'1741397'}, 'C0218182': {'70057'}, 'C0218184': {'70058'}, 'C0376176': {'1718971'}, 'C0700346': {'203083'}, 'C0720828': {'217502'}, 'C0724529': {'221060'}, 'C0740130': {'227719'}, 'C0795577': {'253151'}, 'C1815247': {'218425'}, 'C1815260': {'669348'}, 'C2342443': {'792675'}, 'C2732002': {'1300486'}, 'C3529563': {'1737557'}, 'C3859426': {'1592899'}, 'C3859470': {'1593092'}, 'C4018188': {'1607560'}, 'C4057564': {'1718966'}, 'C4074414': {'1729087'}, 'C4083869': {'1741392'}, 'C4084378': {'1743370'}, 'C4256998': {'1796380'}, 'C4257011': {'1796377'}, 'C5234188': {'2275722'}, 'C5234190': {'2275725'}}	{'C4083869', 'C0740130', 'C1815260', 'C3529563', 'C2342443', 'C0966500', 'C5234188', 'C0015506', 'C1307126', 'C4257011', 'C4256998', 'C4057564', 'C4074414', 'C3859470', 'C0700346', 'C0720828', 'C0724529', 'C4083872', 'C5234190', 'C4084378', 'C4064080', 'C0376176', 'C1815247', 'C0795577', 'C3859426', 'C0218182', 'C2732002', 'C4726937', 'C4018188', 'C0218184'}	['B02BD']	['B']	['B02']	['B02B']	140	94	93	3	93	9	7	5	67
Alanine	0	{'C0001898': {'426'}, 'C0000392': {'61'}, 'C1648700': {'1546161'}, 'C2609458': {'1161182'}, 'C1616753': {'579462'}, 'C1098261': {'1922448'}, 'C3713958': {'1721603'}, 'C4519203': {'2003595'}, 'C4726677': {'2284718'}, 'C0031453': {'8156'}, 'C3495401': {'1366877'}, 'C4535718': {'1992864'}, 'C1367271': {'437910'}}	{'C0001898', 'C1098261', 'C3713958', 'C2609458', 'C1648700', 'C0000392', 'C4519203', 'C4535718', 'C1616753', 'C0031453', 'C4726677', 'C1367271', 'C3495401'}	['J05AB', 'B05BA']	['B', 'J']	['B05', 'J05']	['J05A', 'B05B']	355	164	110	121	64	76	1	292	205
Albendazole	55	{'C0001911': {'430'}, 'C3208785': {'1154313'}, 'C1244561': {'370540'}, 'C3208784': {'1154312'}, 'C1244815': {'370788'}, 'C3465889': {'1295225'}, 'C1244814': {'370787'}, 'C1126731': {'330931'}, 'C0983045': {'315285'}, 'C4051154': {'1665665'}, 'C1241756': {'367781'}, 'C1605808': {'571608'}, 'C2927781': {'1006816'}, 'C3208783': {'1154311'}, 'C2927778': {'1006812'}, 'C2927780': {'1006815'}, 'C0591462': {'151717'}, 'C0700675': {'1006814'}, 'C3228190': {'1174171'}, 'C3228189': {'1174170'}, 'C3240878': {'1187136'}, 'C4051155': {'1665666'}, 'C3240877': {'1187135'}}	{'C0983045', 'C1244561', 'C3465889', 'C3208783', 'C1126731', 'C3228189', 'C3240877', 'C3208785', 'C0700675', 'C3240878', 'C2927780', 'C4051155', 'C1244815', 'C2927778', 'C0591462', 'C1244814', 'C1605808', 'C4051154', 'C1241756', 'C3208784', 'C0001911', 'C3228190', 'C2927781'}	['P02CA']	['P']	['P02']	['P02C']	13	12	11	3	9	8	0	2	2
Albumin	0	{'C0304925': {'828529'}, 'C0036774': {'1426381'}, 'C0991769': {'317176'}, 'C0591051': {'151314'}, 'C0591204': {'151463'}, 'C0071214': {'33835'}, 'C0591050': {'151313'}, 'C0981817': {'314302'}, 'C1330039': {'404834'}, 'C1589925': {'545405'}, 'C1630711': {'603571'}, 'C1698072': {'617587'}, 'C3163008': {'1115485'}, 'C3194893': {'1117552'}, 'C4703827': {'2054166'}, 'C4719690': {'2054160'}, 'C4084478': {'1743992'}}	{'C0981817', 'C3194893', 'C1589925', 'C1698072', 'C3163008', 'C0591204', 'C4719690', 'C0591050', 'C1630711', 'C4084478', 'C0991769', 'C0071214', 'C0591051', 'C1330039', 'C4703827', 'C0304925', 'C0036774'}	['B05AA']	['B']	['B05']	['B05A']	58	24	15	18	11	5	8	30	32
Albuterol	17628	{'C0001927': {'435'}, 'C0543495': {'142153'}, 'C3209071': {'1154606'}, 'C1244563': {'370542'}, 'C0772501': {'237159'}, 'C3209070': {'1154605'}, 'C3209068': {'1154603'}, 'C3209067': {'1154602'}, 'C1589340': {'544499'}, 'C4745722': {'2108226'}, 'C1244817': {'370790'}, 'C1145910': {'343177'}, 'C4745725': {'2108233'}, 'C0983069': {'315288'}, 'C1124741': {'329499'}, 'C4745730': {'2108243'}, 'C4745724': {'2108232'}, 'C4745778': {'2108368'}, 'C1967692': {'745678'}, 'C4020009': {'1649559'}, 'C1171391': {'353535'}, 'C1140476': {'340169'}, 'C4745738': {'2108264'}, 'C3209069': {'1154604'}, 'C1577057': {'346188'}, 'C1178532': {'360330'}, 'C1171116': {'353441'}, 'C1306188': {'393289'}, 'C1128553': {'332347'}, 'C1124739': {'329498'}, 'C1126735': {'330935'}, 'C1331202': {'405969'}, 'C1126363': {'330648'}, 'C1244564': {'370543'}, 'C1253899': {'379496'}, 'C4020107': {'1649967'}, 'C2345813': {'801094'}, 'C1967988': {'746762'}, 'C4020103': {'1649959'}, 'C1607812': {'573621'}, 'C2345812': {'801093'}, 'C4020102': {'1649958'}, 'C0033744': {'8887'}, 'C0699770': {'202908'}, 'C0592090': {'152337'}, 'C0592261': {'152506'}, 'C0592777': {'152749'}, 'C0718304': {'215064'}, 'C0731562': {'226357'}, 'C1154213': {'346190'}, 'C1170020': {'352394'}, 'C1170728': {'353091'}, 'C1171442': {'353569'}, 'C1235701': {'361812'}, 'C1739179': {'647295'}, 'C0700491': {'203159'}, 'C1242127': {'368150'}, 'C1242128': {'368151'}, 'C3226213': {'1172152'}, 'C3228451': {'1174434'}, 'C3236309': {'1182474'}, 'C3238564': {'1184774'}, 'C3238569': {'1184779'}, 'C3241153': {'1187411'}, 'C3241336': {'1187594'}, 'C3241607': {'1187873'}, 'C1235698': {'361809'}, 'C1235703': {'361814'}, 'C1242468': {'368482'}, 'C1242624': {'368636'}, 'C0772502': {'237160'}, 'C0876218': {'261702'}, 'C1576818': {'487066'}, 'C3226212': {'1172151'}, 'C3228450': {'1174433'}, 'C3236308': {'1182473'}, 'C3238563': {'1184773'}, 'C3238568': {'1184778'}, 'C3239934': {'1186172'}, 'C3241152': {'1187410'}, 'C3241335': {'1187593'}, 'C3241606': {'1187872'}, 'C3238566': {'1184776'}, 'C3241603': {'1187869'}, 'C3220232': {'1165995'}, 'C3224882': {'1170766'}, 'C3226865': {'1172815'}, 'C3236306': {'1182471'}, 'C3241602': {'1187868'}, 'C4020104': {'1649960'}, 'C1238358': {'364410'}, 'C1239156': {'756424'}, 'C1239168': {'756426'}, 'C2240641': {'756425'}, 'C2240642': {'756427'}, 'C4745723': {'2108228'}, 'C4745731': {'2108246'}, 'C4745732': {'2108248'}, 'C4745733': {'2108250'}, 'C4745735': {'2108257'}, 'C1235719': {'361830'}, 'C1236668': {'362745'}, 'C1593425': {'575710'}, 'C1596099': {'563657'}, 'C1607853': {'573662'}, 'C4745727': {'2108236'}, 'C1593428': {'575713'}, 'C1595440': {'562994'}, 'C1595442': {'562996'}, 'C1598598': {'566170'}, 'C1598599': {'566171'}, 'C1598600': {'566172'}, 'C1607837': {'573646'}, 'C1607855': {'573664'}, 'C1595439': {'562993'}, 'C1595441': {'562995'}, 'C1598595': {'566167'}, 'C1598596': {'566168'}, 'C1598597': {'566169'}, 'C1607836': {'573645'}, 'C4745726': {'2108235'}, 'C1595443': {'562997'}, 'C1598603': {'566175'}, 'C2341142': {'563660'}, 'C4745739': {'2108266'}, 'C4745740': {'2108268'}, 'C4745741': {'2108270'}, 'C3236307': {'1182472'}, 'C3238562': {'1184772'}, 'C3238567': {'1184777'}, 'C3239933': {'1186171'}, 'C3241605': {'1187871'}, 'C1595361': {'562914'}, 'C1607820': {'573629'}, 'C1607821': {'573630'}, 'C2718960': {'859095'}, 'C2355777': {'575803'}, 'C2355778': {'575804'}, 'C1596101': {'563659'}, 'C1598602': {'566174'}, 'C1595444': {'562998'}, 'C1597471': {'565034'}, 'C1607834': {'573643'}, 'C1607835': {'573644'}, 'C1235695': {'361806'}, 'C1244123': {'370106'}, 'C1244319': {'370299'}, 'C1967788': {'746188'}}	{'C1242128', 'C1242468', 'C4745778', 'C1235719', 'C0731562', 'C2355778', 'C1178532', 'C1244817', 'C1596099', 'C3226212', 'C1607837', 'C1595440', 'C4745741', 'C1235703', 'C1239168', 'C0700491', 'C1607835', 'C3224882', 'C3241336', 'C3241603', 'C1236668', 'C0772501', 'C4745735', 'C3238569', 'C1244319', 'C1171391', 'C3241607', 'C1967988', 'C1607834', 'C0033744', 'C1595443', 'C1576818', 'C1607836', 'C1126363', 'C1607853', 'C1171116', 'C3209071', 'C0592777', 'C1607820', 'C1967788', 'C4745731', 'C1126735', 'C0718304', 'C3209068', 'C1235701', 'C3236307', 'C1170020', 'C1242624', 'C1235698', 'C4745732', 'C1598598', 'C3239934', 'C4745723', 'C1598602', 'C0699770', 'C1595439', 'C4745727', 'C3209070', 'C1244564', 'C4745733', 'C1598600', 'C1331202', 'C3238568', 'C4745738', 'C3241605', 'C4020104', 'C0983069', 'C3239933', 'C1595444', 'C1124741', 'C3228451', 'C1244563', 'C2345812', 'C1598595', 'C1739179', 'C3241602', 'C0876218', 'C1595361', 'C2341142', 'C3209067', 'C1593428', 'C1595441', 'C1238358', 'C1239156', 'C3226213', 'C1607821', 'C3241152', 'C0001927', 'C1140476', 'C1967692', 'C3228450', 'C1154213', 'C3236306', 'C2718960', 'C4020102', 'C2345813', 'C0592261', 'C4745740', 'C1595442', 'C0592090', 'C3238562', 'C1145910', 'C1593425', 'C1598599', 'C3236309', 'C2240641', 'C1171442', 'C0543495', 'C1596101', 'C3226865', 'C4020107', 'C1242127', 'C1598597', 'C1597471', 'C1244123', 'C3238564', 'C1253899', 'C3238566', 'C4745739', 'C3238567', 'C1607812', 'C4745725', 'C1235695', 'C3241335', 'C3241606', 'C2355777', 'C1124739', 'C1128553', 'C1598603', 'C4020103', 'C3220232', 'C4745724', 'C1306188', 'C1607855', 'C4745722', 'C1170728', 'C0772502', 'C4745730', 'C1598596', 'C4020009', 'C1589340', 'C2240642', 'C3241153', 'C3209069', 'C3236308', 'C3238563', 'C1577057', 'C4745726'}	['R03AC', 'R03CC', 'R03AC', 'R03AC', 'R03CC', 'R03AL', 'R03AK']	['R']	['R03']	['R03A', 'R03C']	42	40	40	0	38	12	0	4	0
Alcaftadine	27	{'C2348241': {'1000082'}, 'C3209073': {'1154608'}, 'C2930101': {'1000084'}, 'C2930105': {'1000088'}, 'C2930100': {'1000083'}, 'C2930104': {'1000087'}, 'C2930103': {'1000086'}, 'C3229631': {'1175652'}}	{'C2930105', 'C3229631', 'C2930100', 'C3209073', 'C2930101', 'C2930104', 'C2930103', 'C2348241'}	['S01GX']	['S']	['S01']	['S01G']	0	0	0	0	0	0	0	0	0
Alclometasone	174	{'C0360534': {'108088'}, 'C0051113': {'17268'}, 'C3209074': {'1154609'}, 'C1261920': {'385087'}, 'C1252952': {'378616'}, 'C1235987': {'362078'}, 'C0718216': {'214979'}, 'C0730689': {'225512'}, 'C3222613': {'1168445'}, 'C3235457': {'1181618'}, 'C1241287': {'367318'}, 'C1241392': {'367420'}, 'C1236073': {'362162'}}	{'C1261920', 'C3235457', 'C1241287', 'C0718216', 'C3209074', 'C0730689', 'C0360534', 'C0051113', 'C1236073', 'C1241392', 'C3222613', 'C1252952', 'C1235987'}	['D07AB', 'S01BA']	['D', 'S']	['S01', 'D07']	['S01B', 'D07A']	0	0	0	0	0	0	0	0	0
Alcohol	0	{'C0001962': {'448'}, 'C0022237': {'797541'}, 'C0005100': {'1426'}, 'C0032623': {'8570'}, 'C0055152': {'20615'}, 'C0031398': {'8126'}, 'C0089147': {'1310579'}, 'C0057846': {'22906'}, 'C0063922': {'1363048'}, 'C0075206': {'37071'}, 'C0055149': {'1307840'}, 'C0069414': {'1310603'}, 'C0028053': {'7414'}, 'C2825044': {'1310469'}, 'C0055762': {'1362889'}, 'C0067074': {'1362897'}, 'C0051225': {'2385331'}, 'C0064080': {'1362928'}, 'C0971350': {'1425218'}, 'C0073970': {'1363054'}, 'C0081592': {'1424668'}, 'C3256541': {'1368191'}, 'C1612883': {'1368131'}, 'C3257504': {'1426863'}, 'C3256736': {'1310537'}, 'C0056244': {'1309334'}, 'C2973652': {'2361827'}, 'C3256384': {'1371366'}, 'C0076141': {'1363061'}, 'C5561404': {'2587641'}, 'C0533403': {'1648134'}, 'C0671500': {'1737111'}, 'C0719741': {'216449'}, 'C3484509': {'1368126'}, 'C0060886': {'2287733'}, 'C0001963': {'1310568'}, 'C0014479': {'3966'}, 'C0022245': {'6054'}, 'C0025681': {'6853'}, 'C0033497': {'8787'}, 'C0039663': {'10402'}, 'C0041009': {'10811'}, 'C0025379': {'6755'}, 'C3256729': {'1305764'}, 'C0720039': {'216741'}, 'C0720137': {'216837'}, 'C2684690': {'849753'}, 'C2718766': {'853322'}, 'C2723244': {'866354'}, 'C0720498': {'217181'}, 'C0728943': {'225024'}, 'C0305124': {'91658'}, 'C0723610': {'998344'}, 'C0731392': {'226206'}, 'C2978926': {'1089798'}, 'C0724211': {'220760'}, 'C0619691': {'1720936'}, 'C4506209': {'2053486'}, 'C0770307': {'235354'}, 'C0012772': {'3554'}, 'C0027360': {'7243'}, 'C0284941': {'82819'}, 'C0025219': {'6711'}, 'C0017735': {'1427073'}}	{'C0014479', 'C0056244', 'C0284941', 'C0533403', 'C0076141', 'C2973652', 'C0720498', 'C2825044', 'C0055152', 'C3256384', 'C0089147', 'C0073970', 'C2684690', 'C0025681', 'C0028053', 'C2723244', 'C0055149', 'C0724211', 'C0770307', 'C0055762', 'C0012772', 'C0723610', 'C0017735', 'C0720039', 'C0057846', 'C0060886', 'C0022245', 'C0041009', 'C3257504', 'C0031398', 'C3256736', 'C0671500', 'C2718766', 'C0728943', 'C3256729', 'C0305124', 'C0731392', 'C0027360', 'C5561404', 'C0033497', 'C0719741', 'C0069414', 'C0022237', 'C0032623', 'C3256541', 'C0039663', 'C3484509', 'C0051225', 'C0001962', 'C4506209', 'C0001963', 'C0067074', 'C0081592', 'C0720137', 'C0025219', 'C0971350', 'C0064080', 'C0025379', 'C1612883', 'C0075206', 'C0063922', 'C2978926', 'C0005100', 'C0619691'}	['A04AD', 'D08AX', 'V03AB', 'V03AZ', 'N07BB', 'P03AA', 'D08AX', 'D08AC', 'S02AA', 'D08AX', 'V03AB', 'V03AZ', 'C01CA', 'R01AA', 'R01AB', 'R03CA', 'S01FB', 'R05CA', 'R05DB', 'N05CH', 'N02BE', 'A08AA', 'N02AA', 'N07BB', 'P03AX', 'A01AB']	['V', 'A', 'R', 'S', 'N', 'C', 'D', 'P']	['A01', 'R03', 'N07', 'A04', 'C01', 'S02', 'V03', 'S01', 'R01', 'R05', 'N05', 'N02', 'P03', 'A08', 'D08']	['N02B', 'N05C', 'V03A', 'C01C', 'N02A', 'A01A', 'A04A', 'S01F', 'S02A', 'R05C', 'R01A', 'D08A', 'R05D', 'A08A', 'N07B', 'R03C', 'P03A']	2133	461	377	114	335	79	8	1785	282
Aldesleukin	0	{'C0218986': {'70223'}, 'C4050541': {'1719781'}, 'C3209076': {'1154611'}, 'C4057945': {'1719784'}, 'C4057943': {'1719780'}, 'C4057944': {'1719783'}, 'C0701339': {'203760'}, 'C3234550': {'1180698'}}	{'C4057945', 'C3209076', 'C0701339', 'C4057943', 'C3234550', 'C4050541', 'C0218986', 'C4057944'}	['L03AC']	['L']	['L03']	['L03A']	0	0	0	0	0	0	0	0	0
Alectinib	1	{'C3853921': {'1727455'}, 'C4059915': {'1727454'}, 'C4060435': {'1727477'}, 'C4060385': {'1727478'}, 'C4060436': {'1727476'}, 'C4060325': {'1727475'}, 'C4060109': {'1727481'}, 'C4060173': {'1727482'}, 'C4060047': {'1727480'}, 'C4060247': {'1727484'}, 'C4060248': {'1727483'}}	{'C3853921', 'C4060047', 'C4059915', 'C4060173', 'C4060435', 'C4060436', 'C4060247', 'C4060248', 'C4060325', 'C4060385', 'C4060109'}	['L01ED']	['L']	['L01']	['L01E']	0	0	0	0	0	0	0	0	0
Alemtuzumab	1	{'C0383429': {'117055'}, 'C4019257': {'1656629'}, 'C3218541': {'1164265'}, 'C4033872': {'1656637'}, 'C4033873': {'1656632'}, 'C3860144': {'1594657'}, 'C4034057': {'1656628'}, 'C3860146': {'1594660'}, 'C4033767': {'1656631'}, 'C0939276': {'284679'}, 'C3860145': {'1594659'}, 'C3226357': {'1172298'}, 'C3860148': {'1594662'}}	{'C3218541', 'C3226357', 'C4034057', 'C3860145', 'C3860144', 'C0939276', 'C3860148', 'C4019257', 'C4033767', 'C4033873', 'C0383429', 'C3860146', 'C4033872'}	['L04AG', 'L04AA']	['L']	['L04']	['L04A']	7	7	7	0	7	0	0	0	0
Alfuzosin	8	{'C0051150': {'17300'}, 'C0102130': {'46043'}, 'C3218544': {'1164268'}, 'C3218543': {'1164267'}, 'C1244826': {'370797'}, 'C1244827': {'370798'}, 'C1331596': {'406325'}, 'C1174734': {'356728'}, 'C1383842': {'452247'}, 'C3240508': {'1186760'}, 'C3240507': {'1186759'}, 'C1578294': {'385791'}}	{'C1244827', 'C0051150', 'C3240508', 'C3218543', 'C3218544', 'C1244826', 'C0102130', 'C1578294', 'C1383842', 'C3240507', 'C1174734', 'C1331596'}	['G04CA']	['G']	['G04']	['G04C']	0	0	0	0	0	0	0	0	0
